Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
147115,214263762,56.2313,11.9262,-6.16964,-54.6046,13.4275,-2.11075,-0.477407,-1.0,29.2355,1.73184,-8.23277,-27.9989,8.41295,-1.91738,-1.36346,1,9.34192
147115,114013322,3.25791,-0.0148651,-3.22394,0.468952,3.22398,0.144949,-1.57541,1.0,86.2181,-9.4386,-14.5824,84.4501,17.3704,2.28495,-2.14524,-1,19.7045
147115,16781040,25.3793,-14.7491,0.543029,20.6465,14.7591,1.13734,3.10479,1.0,13.5625,-3.34431,5.96686,11.7112,6.84016,1.30695,2.08165,-1,9.98445
147115,76495565,2.6382,-0.34104,0.743363,2.50823,0.817861,1.83936,2.00093,1.0,46.181,22.879,-7.16217,39.4708,23.9739,1.27332,-0.303382,-1,8.48057
147115,412833937,13.9131,-6.38643,-2.87512,-12.0217,7.00377,-1.30913,-2.71858,1.0,70.8441,9.78101,-12.4633,69.0498,15.8431,2.17815,-0.905402,-1,60.7023
147115,393988481,25.0684,11.9165,21.9144,-2.4853,24.9449,-0.0994676,1.07275,1.0,34.9547,-1.30005,-6.02666,-34.4067,6.16529,-2.4204,-1.78326,1,43.32
147115,308807948,34.6329,-5.17347,-5.95169,-33.7231,7.8859,-2.15965,-2.28636,1.0,111.459,-17.1229,-13.2045,-109.342,21.623,-2.32351,-2.48469,1,3.35741
147115,289477641,2.93906,-2.57028,-0.35086,1.38152,2.59412,0.510141,-3.00592,1.0,87.5321,16.1696,1.62785,86.0102,16.2513,2.36825,0.100335,-1,19.0036
147115,468998872,45.4546,-14.0031,-15.4234,40.3999,20.8319,1.41617,-2.30796,1.0,22.2902,4.60821,2.79801,-21.6285,5.39115,-2.09758,0.545682,-1,63.1611
147115,264702799,58.9097,8.44397,6.70377,-57.9147,10.7815,-2.38284,0.671018,-1.0,76.5913,5.29593,-11.6147,-75.5201,12.7651,-2.4779,-1.14299,1,18.5145
147115,283915556,5.56636,-2.65114,-1.70615,-4.58747,3.15269,-1.16959,-2.56976,1.0,92.4101,17.9133,6.94114,90.3912,19.2111,2.25291,0.369671,-1,44.4609
147115,458400314,13.3754,-2.39811,-12.7347,3.31341,12.9585,0.252987,-1.75693,-1.0,33.7516,1.63295,10.4536,-32.0503,10.5804,-1.82765,1.41584,1,37.2741
147115,484109948,30.8572,5.1962,-15.9293,-25.9119,16.7554,-1.22027,-1.25548,-1.0,3.89234,-0.276135,-3.79305,-0.828764,3.80309,-0.21623,-1.64347,1,8.90464
147115,74817290,11.0862,-6.30058,8.11034,4.17479,10.2701,0.396064,2.23127,1.0,83.1754,15.3081,-17.016,79.9642,22.8885,1.96397,-0.838187,-1,40.5641
147115,467150540,14.1573,1.40125,-2.15695,-13.9216,2.57215,-2.39028,-0.994672,-1.0,38.0979,23.8008,16.8489,-24.517,29.161,-0.764169,0.616018,1,20.0518
147115,389576334,14.4824,0.852282,2.57819,14.2256,2.71541,2.35823,1.25153,1.0,74.2701,-10.849,-10.7571,-72.6817,15.278,-2.26369,-2.36045,1,65.5214
147115,394435047,22.8346,8.93647,-9.57345,18.7058,13.0962,1.15434,-0.819797,-1.0,71.4892,11.619,-5.19622,70.347,12.728,2.41087,-0.420537,1,18.0527
147115,84192203,43.1161,2.25875,-14.9982,40.3602,15.1673,1.70542,-1.42132,1.0,7.55142,-1.09818,-2.1311,7.16075,2.39741,1.81429,-2.04662,-1,3.7672
147115,75810437,52.7756,2.45343,-16.8894,49.9399,17.0666,1.79484,-1.42654,1.0,12.381,0.684188,3.46709,-11.8659,3.53396,-1.92587,1.37596,1,51.0465
147115,431236063,84.0213,11.8861,-4.13963,-83.0732,12.5864,-2.58594,-0.335136,-1.0,9.88929,-3.00909,0.19155,-9.41842,3.01518,-1.85684,3.07802,1,13.0423
147115,369024558,14.5899,4.77489,1.38654,-13.7165,4.97213,-1.73924,0.28261,1.0,20.4478,-0.580285,6.7233,19.3021,6.74829,1.77332,1.65689,1,33.3628
147115,561676217,93.6065,2.38057,-15.9276,-92.2107,16.1045,-2.44567,-1.42243,-1.0,10.5541,5.41035,0.0115963,9.0619,5.41037,1.28803,0.00214335,-1,60.1805
147115,568839441,107.186,3.06807,16.7775,105.82,17.0558,2.52483,1.38993,-1.0,7.78159,2.02337,1.14697,-7.42587,2.32584,-1.8777,0.515697,-1,56.47
147115,208412386,28.161,23.5759,0.200222,-15.4007,23.5767,-0.613918,0.00849245,1.0,44.3218,-7.92175,-0.254246,43.6074,7.92583,2.4064,-3.10951,1,64.9082
147115,297792080,15.4805,-3.16863,1.72789,15.0539,3.60913,2.13539,2.64235,1.0,10.5284,2.08495,-1.9105,10.1415,2.82791,1.98914,-0.741764,-1,6.35975
147115,169288830,7.00122,-2.04269,-0.574957,-6.67187,2.12206,-1.86304,-2.86722,-1.0,24.8025,5.89283,2.97172,23.9083,6.59975,1.99887,0.467077,1,26.3403
147115,498227118,71.2251,22.352,-0.889512,-67.6211,22.3697,-1.82566,-0.0397747,-1.0,11.0527,-3.15818,0.18573,10.5903,3.16364,1.92296,3.08285,-1,56.109
147115,503805237,22.2867,6.03631,2.63932,-21.2907,6.5881,-1.88927,0.412193,-1.0,,11.1259,1.84152,-57.8029,11.2773,-2.33678,0.164029,-1,4.43629
147115,124467068,3.72667,-2.92171,2.11787,-0.93074,3.60857,-0.255148,2.51437,1.0,68.0706,-3.11762,-15.7019,-66.1614,16.0084,-2.12646,-1.7668,1,20.7963
147115,510999418,31.6945,-4.31094,29.4723,10.8324,29.7859,0.356101,1.71604,1.0,16.8025,1.01683,-3.49035,-16.4045,3.63545,-2.21203,-1.28732,-1,40.4351
147115,271915777,2.9515,-1.78719,-0.985911,-2.13196,2.0411,-0.912505,-2.63748,1.0,21.5686,10.5254,-8.59622,-16.7488,13.5897,-1.03659,-0.684846,-1,8.75072
147115,464752494,8.57015,-3.28777,-0.390456,7.90478,3.31087,1.60463,-3.02339,-1.0,90.9258,3.87755,-16.8868,89.2598,17.3263,2.34176,-1.34509,-1,12.6352
147115,551330536,42.8798,21.0639,-12.1819,35.3071,24.3329,1.16727,-0.524333,1.0,56.8881,-13.6814,4.94737,-54.9964,14.5484,-2.03998,2.79461,1,97.258
147115,207070571,13.551,3.10657,-1.75181,-13.0732,3.56646,-2.01025,-0.513456,1.0,14.722,-0.946286,14.0451,4.31015,14.0769,0.301592,1.63807,1,23.8071
147115,431931426,117.201,-6.29777,25.3528,-114.252,26.1233,-2.18155,1.81427,-1.0,30.681,-3.43117,-5.97527,-29.8972,6.89034,-2.17381,-2.09205,1,24.8952
147115,264736980,10.4102,-7.21964,1.41214,7.36576,7.35645,0.882268,2.94843,-1.0,15.6739,-7.72318,2.734,13.3622,8.19282,1.26528,2.80136,1,3.2018
147115,504158412,123.582,-7.91982,17.9714,122.011,19.6391,2.52615,1.98588,1.0,11.4573,-0.513092,-2.91597,11.0681,2.96077,2.0292,-1.74497,-1,15.0875
147115,498577463,88.1568,7.12755,-18.599,-85.8772,19.9179,-2.16763,-1.20484,-1.0,2.10112,-1.13531,1.63845,0.664275,1.99335,0.327367,2.17675,-1,23.6998
147115,411228221,216.286,-9.63132,51.5361,209.836,52.4284,2.09528,1.75555,-1.0,240.13,48.1998,-11.6545,234.954,49.5888,2.25973,-0.237242,1,86.0227
147115,9892722,24.9743,-0.841392,-15.7889,19.3318,15.8113,1.0304,-1.62404,1.0,3.05268,-0.622283,2.67026,1.34213,2.74181,0.471805,1.79975,1,13.5595
147115,248025648,47.6414,-39.9017,13.4526,22.2841,42.1084,0.507182,2.81642,1.0,,41.5051,-9.95726,68.6493,42.6828,1.25341,-0.235455,1,90.6803
147115,204515659,13.6283,8.94494,-10.0871,-1.99219,13.4819,-0.147236,-0.845336,-1.0,6.4699,4.96151,2.98107,-2.89072,5.78821,-0.480689,0.541036,1,11.6709
147115,458825508,69.4868,10.4806,6.20949,-68.4107,12.1819,-2.42656,0.534869,1.0,15.7229,3.22105,-9.72311,-11.9288,10.2428,-0.993115,-1.2509,-1,24.621
147115,273605548,3.42306,3.34684,-0.169447,0.698054,3.35113,0.206826,-0.0505856,-1.0,27.5966,-23.3146,-1.0879,14.7248,23.3399,0.595127,-3.09496,1,18.0018
147115,11418561,5.96333,-3.05569,0.465503,5.09974,3.09094,1.27514,2.99042,1.0,98.1104,16.7203,8.24763,96.3227,18.6438,2.34457,0.458249,-1,16.7986
147115,74638929,3.09867,-2.94193,0.275315,-0.93327,2.95479,-0.310821,3.04828,-1.0,69.1612,18.3487,6.30841,-66.3837,19.4028,-1.94388,0.331147,-1,20.2286
147115,83256973,18.4578,12.3482,9.02107,10.3359,15.2924,0.632799,0.630941,-1.0,2.01387,-0.281888,-1.79156,0.875511,1.8136,0.465728,-1.72686,1,9.77392
147115,296613771,10.348,2.15552,0.621693,10.1019,2.24338,2.20999,0.280799,1.0,9.25621,2.90758,-0.439801,-8.77668,2.94065,-1.81357,-0.150122,1,18.8918
147115,211640623,42.0309,-12.7442,-35.0341,-19.4111,37.2801,-0.499634,-1.91968,1.0,47.7849,0.745757,22.8894,41.9395,22.9015,1.36554,1.53823,-1,85.252
147115,569104776,78.3459,9.68361,-22.9311,74.2864,24.8919,1.81349,-1.17122,-1.0,22.9016,-4.31437,6.98845,-21.3783,8.21293,-1.68482,2.12388,1,84.6686
147115,460783675,99.1175,-26.3552,-38.2931,-87.5404,46.4862,-1.39012,-2.17359,1.0,2.27541,-0.277149,-1.30686,1.84195,1.33593,1.12558,-1.77977,1,25.6682
147115,430666630,64.0335,-7.01551,10.958,62.6976,13.0114,2.27625,2.14026,-1.0,18.7155,-4.34437,-4.89691,-17.5333,6.54624,-1.71152,-2.29647,1,68.1308
147115,295749929,104.832,12.1149,19.9056,102.209,23.3025,2.18436,1.02406,-1.0,1.63143,0.941716,0.376455,1.27789,1.01417,1.05385,0.380295,-1,6.55912
147115,468780933,21.6281,-5.70561,-20.8275,-1.19736,21.5949,-0.0554179,-1.83818,-1.0,14.7693,1.2164,2.62211,-14.4836,2.89052,-2.31454,1.13644,1,26.9682
147115,567571208,39.3642,-35.406,-1.47822,17.1398,35.4369,0.466559,-3.09987,1.0,85.6247,44.3704,16.9788,71.2361,47.508,1.19446,0.365469,-1,86.5524
147115,510075896,23.4624,13.7854,18.1445,-5.58798,22.7873,-0.24283,0.92108,-1.0,40.5696,-6.93024,-10.3624,38.6068,12.4663,1.84865,-2.16027,1,53.8731
147115,299199891,83.7479,26.1993,5.72854,79.3378,26.8183,1.80519,0.215264,-1.0,3.91458,-3.04579,-1.4003,2.02145,3.35227,0.571403,-2.71066,1,22.5956
147115,126078528,4.49568,-2.46061,1.40499,3.49034,2.83348,1.03619,2.62278,-1.0,23.8104,-11.905,-12.4902,-16.4073,17.255,-0.846207,-2.33221,1,17.468
147115,263816495,13.1253,10.0443,6.58439,-5.29448,12.0101,-0.427679,0.580256,-1.0,23.1723,3.54792,-2.51639,-22.7604,4.3497,-2.35707,-0.616912,-1,18.1423
147115,271356960,19.4,-11.7141,13.673,7.22428,18.0048,0.391189,2.27918,-1.0,24.902,4.77327,-1.40573,24.3998,4.97596,2.29334,-0.286404,-1,27.6393
147115,154435520,7.93459,3.47597,-1.69895,-6.9274,3.86895,-1.34582,-0.454622,-1.0,98.7126,-26.4135,-0.753959,-95.1101,26.4243,-1.99266,-3.11306,1,20.7321
147115,512064428,9.28844,0.627463,3.74306,-8.47767,3.79529,-1.54353,1.40471,-1.0,15.0237,-0.770709,-13.3248,6.89675,13.3471,0.496119,-1.62857,-1,22.2878
147115,211687803,34.123,9.47903,-10.1057,31.1833,13.8556,1.5504,-0.817384,1.0,51.5267,-4.07196,8.08614,50.7251,9.05354,2.42428,2.0373,1,24.3631
147115,257400504,25.2809,-6.73813,-12.2134,-21.0845,13.9488,-1.20116,-2.07494,1.0,2.31503,-0.00746321,-1.47535,-1.784,1.47537,-1.02184,-1.57585,-1,2.38414
147115,260168289,9.99402,-2.38708,4.98332,8.3276,5.52554,1.1987,2.01752,1.0,37.8032,-2.22628,-19.7326,-32.1676,19.8578,-1.25948,-1.68314,1,38.4371
147115,506439561,113.09,-20.7366,30.7092,-106.847,37.0548,-1.78095,2.16472,-1.0,77.0066,7.63688,-21.5411,-73.5369,22.8548,-1.88509,-1.2301,1,57.816
147115,369036793,28.2165,22.3933,-4.73948,16.4998,22.8894,0.669664,-0.208569,1.0,97.1467,-18.0195,9.98944,-94.9368,20.6032,-2.23248,2.6354,-1,97.5545
147115,390655218,38.9978,7.94229,3.32163,-38.0357,8.6089,-2.19144,0.396114,-1.0,2.61128,-1.94849,1.70809,0.323412,2.59117,0.124491,2.42184,-1,15.744
147115,215225628,81.8558,-1.60278,-16.602,80.1385,16.6792,2.2734,-1.66704,1.0,199.356,-111.342,44.048,159.392,119.738,1.09732,2.76488,-1,90.5304
147115,10553243,104.319,10.5876,13.0925,-102.951,16.8378,-2.51039,0.890788,1.0,18.837,-3.02817,-1.52322,-18.5295,3.38969,-2.40004,-2.67554,1,14.7937
147115,386976770,3.44384,1.83917,2.00944,-2.10704,2.72404,-0.711839,0.829611,1.0,73.2635,3.81626,-20.7587,70.1573,21.1066,1.9162,-1.38899,1,29.4899
147115,268389504,6.73812,0.546283,-3.60081,5.66904,3.64202,1.22574,-1.42023,1.0,34.0645,-5.20959,9.10636,-32.4087,10.4912,-1.84626,2.09044,-1,29.9631
147115,497249119,2.1294,1.46446,1.48641,0.424586,2.08664,0.2021,0.792837,-1.0,95.3922,-1.88021,-21.8694,92.8325,21.9501,2.14887,-1.65656,1,19.9486
147115,393919397,35.451,-14.7936,-12.3565,29.753,19.2752,1.2187,-2.44572,1.0,44.5585,9.30171,5.37863,43.2436,10.7448,2.10066,0.524266,-1,31.5304
147115,260786522,47.4075,-8.91087,4.53517,46.3411,9.99857,2.23818,2.67081,1.0,20.0969,4.98796,-13.7222,-13.8097,14.6006,-0.842548,-1.22215,1,58.2989
147115,258895080,25.5093,7.43433,5.78365,23.7067,9.41912,1.65348,0.661159,1.0,25.4926,-16.7791,-4.93731,-18.546,17.4905,-0.92341,-2.85542,1,49.865
147115,423920876,17.2387,4.48177,0.202942,-16.6446,4.48636,-2.02188,0.0452507,1.0,51.9854,-12.5164,-5.90457,-50.1094,13.8392,-1.99839,-2.7008,-1,15.4531
147115,274287579,2.46186,-0.768666,2.03077,-1.16012,2.17138,-0.511658,1.93264,1.0,66.1902,-0.850944,-18.1988,-63.6335,18.2187,-1.96373,-1.61752,-1,15.8387
147115,503560516,27.165,11.8018,-7.35508,23.3358,13.9061,1.28966,-0.557316,1.0,13.9502,-7.83863,5.26442,-10.2689,9.44237,-0.941932,2.55018,1,38.7252
147115,392190369,21.7186,2.71056,3.14965,-21.3174,4.15541,-2.33762,,-1.0,74.7811,-15.5068,9.35803,-72.5547,18.1117,-2.09616,2.59862,1,13.4182
147115,398342016,80.7989,-3.6712,13.4939,-79.5795,13.9844,-2.43959,1.83643,1.0,7.6363,-0.845357,-2.94177,-6.99604,3.06082,-1.56455,-1.85062,-1,13.9181
147115,411942336,32.4452,0.69365,16.8235,27.7341,16.8378,1.2737,1.52959,-1.0,2.22661,-0.567961,-2.10137,-0.46845,2.17678,-0.213576,-1.83477,1,15.5551
147115,468364152,19.7707,0.755252,12.8259,15.0268,12.8482,0.996342,1.51198,1.0,10.7196,5.86515,0.823415,-8.93489,5.92266,-1.19952,0.13948,-1,25.7373
147115,394118197,11.0252,0.579001,-3.12929,-10.5559,3.18241,-1.91418,-1.38784,-1.0,130.526,-19.2544,-21.4092,-127.311,28.7939,-2.19216,-2.30325,1,8.87128
147115,497205955,16.3385,7.0766,-4.24176,-14.1023,8.2505,-1.30551,-0.539983,-1.0,16.1733,-3.01045,-2.3524,15.7155,3.82055,2.12186,-2.47829,-1,31.534
147115,21075579,45.3052,-10.217,7.72268,-43.4573,12.8073,-1.93595,2.49435,1.0,5.4436,-3.35172,-0.578692,-4.25015,3.40131,-1.04732,-2.97062,-1,8.01845
147115,10225535,18.096,-4.57085,-12.2228,-12.537,13.0495,-0.853332,-1.92866,1.0,11.3317,2.28446,1.62053,-10.9801,2.80087,-2.07519,0.616987,-1,13.975
147115,511793310,5.89876,3.52281,4.70624,-0.486308,5.87868,-0.0826299,0.928229,-1.0,116.094,11.1579,22.2973,-113.385,24.9333,-2.21961,1.10682,1,31.1586
147115,458811103,48.7485,24.5788,-5.96641,41.6737,25.2926,1.27398,-0.23814,-1.0,18.8555,-3.7525,-3.05294,18.2244,4.83753,2.03667,-2.45863,-1,21.6201
147115,208535025,63.7289,19.4677,10.5839,59.7526,22.1587,1.71786,0.497969,-1.0,7.38203,-1.37361,-2.39502,-6.84627,2.76096,-1.63965,-2.09152,-1,43.1653
147115,294536572,3.98039,1.21235,2.91964,2.41855,3.16135,0.705133,1.17722,-1.0,120.539,-17.1009,32.3885,114.84,36.6259,1.86044,2.05659,1,16.0135
147115,408617835,4.59392,1.56178,2.62977,-3.42771,3.05857,-0.964193,,-1.0,101.158,-18.4111,-16.127,-98.1524,24.4755,-2.09719,-2.42223,-1,19.9719
147115,497923106,17.4343,13.6235,8.82527,6.36162,16.2322,0.382516,0.574826,-1.0,161.799,-23.5073,-19.0601,158.944,30.2635,2.3607,-2.46029,1,67.7965
147115,412710620,21.529,-7.3179,-11.7189,16.511,13.8161,1.0128,-2.129,-1.0,12.7857,1.35068,3.90131,12.1009,4.12851,1.79641,1.2375,1,16.1908
147115,168784579,46.2239,15.4052,-28.2252,33.2065,32.1556,0.904296,-1.07119,-1.0,46.674,-3.42024,33.3617,-32.4617,33.5365,-0.858529,1.67296,1,91.9753
147115,205388431,4.65124,3.61859,1.09135,2.71087,3.77958,0.666734,0.29292,1.0,35.7506,-19.9286,3.32438,-29.4942,20.204,-1.17226,2.9763,1,25.0889
147115,481573388,3.07624,-0.383146,2.4083,1.87525,2.43858,0.70827,1.72857,1.0,2.54822,-0.647376,-0.916909,-2.2877,1.12242,-1.46059,-2.18557,1,5.30831
147115,198677201,105.901,-13.1159,-11.0291,104.505,17.1367,2.50781,-2.44241,1.0,11.3027,0.486269,2.51654,-11.0083,2.56309,-2.16387,1.37992,1,69.0148
147115,466362833,8.77373,-0.26791,2.86005,8.29015,2.87257,1.78176,1.6642,-1.0,21.8068,-0.211606,-21.7834,-0.987545,21.7844,-0.0453171,-1.58051,1,22.8805
147115,570434382,93.2033,8.61275,12.8616,-91.909,15.479,-2.48148,0.980731,1.0,17.8837,-1.35973,-3.93303,-17.3928,4.16144,-2.13736,-1.90365,1,16.1594
147115,162939175,9.53184,-4.16922,0.229391,-8.56861,4.17552,-1.4667,3.08663,1.0,101.934,9.64217,-14.3777,-100.453,17.3116,-2.4588,-0.980053,-1,17.5711
147115,113715199,31.5629,6.8782,-11.401,28.6169,13.3151,1.50844,-1.02795,1.0,57.7742,0.85368,12.6251,56.3715,12.6539,2.19951,1.50328,1,26.3975
147115,113470467,26.5823,19.4949,4.86418,17.4042,20.0926,0.78353,0.244517,1.0,3.65621,1.86148,2.11176,2.33308,2.81507,0.754984,0.848304,1,4.47743
147115,369449951,33.4986,9.75679,14.4464,-28.6053,17.4326,-1.27047,0.976787,-1.0,56.7482,-12.6667,-18.8168,52.0177,22.683,1.56758,-2.16328,1,86.9987
147115,483513705,82.472,-19.4076,-6.83868,79.8637,20.5772,2.06548,-2.80281,1.0,16.2792,-4.6913,-0.438727,15.5825,4.71177,1.91134,-3.04834,-1,2.85035
147115,270353072,145.266,28.3606,6.2716,-142.332,29.0458,-2.29269,0.217635,1.0,20.2758,4.56165,0.264739,-19.7542,4.56932,-2.17026,0.0579707,1,2.31661
147115,14774571,54.0014,41.341,12.6464,-32.3596,43.2321,-0.691954,0.296866,1.0,5.22906,-1.13915,-2.28963,4.56103,2.55736,1.3424,-2.03246,1,31.8125
147115,464524721,22.4617,-10.9246,17.8961,8.05686,20.967,0.375385,2.11886,-1.0,4.75618,-2.4069,3.71087,-1.74857,4.42309,-0.385694,2.14619,1,7.51207
147115,391866559,160.889,10.628,-31.6875,157.379,33.4224,2.25367,-1.24719,1.0,12.0793,-3.13846,-0.993365,11.6221,3.29191,1.97407,-2.83506,-1,15.2466
147115,210179596,18.67,10.7364,-12.884,-8.20371,16.7711,-0.471494,-0.876071,-1.0,5.17292,-3.27036,1.23844,-3.81184,3.497,-0.943625,2.77959,1,15.2562
147115,561181901,15.2407,-10.2392,5.7574,-9.71032,11.7469,-0.753329,2.62936,1.0,6.34482,2.23464,-0.374346,5.92646,2.26578,1.68934,-0.165979,1,18.9359
147115,620434560,65.9985,2.90867,13.1849,64.6026,13.5019,2.26932,1.35367,1.0,10.5833,2.34033,-0.00182768,-10.3213,2.34033,-2.18967,-0.000780948,1,52.1245
147115,301504012,18.8663,8.97733,-9.24959,13.7764,12.8898,0.929182,-0.800335,1.0,206.791,-30.898,15.8159,203.857,34.7107,2.47069,2.66849,-1,55.0751
147115,125466156,5.41268,0.259186,-3.48558,4.13288,3.49521,1.00468,-1.49657,-1.0,69.3521,-12.7447,10.1322,67.4138,16.2816,2.12824,2.4699,-1,16.4553
147115,13889643,2.93734,-0.400124,2.84287,0.621278,2.87089,0.214752,1.71062,1.0,93.3284,-2.47341,-23.4004,90.3133,23.5308,2.05468,-1.6761,-1,23.8144
147115,551261334,9.92388,1.7397,-2.10955,9.53974,2.73436,1.96265,-0.881188,1.0,36.7726,-8.36077,16.3979,31.8344,18.4064,1.3157,2.04231,1,14.8575
147115,449075595,49.1349,7.67386,22.6352,42.9301,23.9006,1.34859,1.24393,1.0,3.5346,-1.50669,-2.40248,2.10983,2.83584,0.688328,-2.13093,-1,17.265
147115,283727831,50.9419,13.1637,-6.60435,-48.7666,14.7275,-1.91253,-0.465013,1.0,12.5236,0.571684,2.59236,-12.239,2.65465,-2.23302,1.35374,1,10.0715
147115,196500217,2.9861,-1.42336,1.79953,1.91116,2.2944,0.758204,2.24,-1.0,6.34455,3.8226,2.71795,-4.27245,4.69036,-0.816947,0.618085,1,7.43783
147115,387715930,27.7121,13.5446,-6.21312,23.3645,14.9016,1.23186,-0.430079,-1.0,4.81023,-1.49489,-2.3332,3.93189,2.77101,1.14894,-2.14061,-1,9.7145
147115,524694691,15.3768,-3.61369,2.28644,-14.7702,4.27628,-1.953,2.57746,-1.0,104.735,17.6676,18.5848,101.547,25.6425,2.08499,0.810694,-1,79.1418
147115,262666582,18.0341,7.58329,-9.84962,-13.0655,12.4307,-0.917027,-0.914676,1.0,11.0286,-1.63839,2.53207,10.6082,3.0159,1.97049,2.1451,-1,27.3808
147115,463895891,43.4334,-6.22037,-8.60591,42.1154,10.6186,2.08648,-2.19666,-1.0,39.9496,2.19127,9.72139,38.6867,9.9653,2.06572,1.34909,1,20.156
147115,155451154,81.7534,-20.2497,11.2076,-78.4089,23.1444,-1.93444,2.63609,-1.0,6.95803,5.71568,-1.83822,-3.51657,6.004,-0.556528,-0.311163,1,29.3072
147115,259590096,15.8583,-4.16451,1.83181,-15.1917,4.54958,-1.92056,2.7272,-1.0,51.7105,-10.7178,9.11474,-49.7597,14.0694,-1.97576,2.43685,-1,2.35665
147115,260737494,31.1059,-4.68869,-5.20185,30.3074,7.00307,2.17128,-2.30436,1.0,56.5302,6.10212,13.2651,54.6119,14.6014,2.02969,1.13965,1,20.0447
147115,508806549,7.62015,-2.18161,-0.602369,-7.27629,2.26324,-1.88432,-2.87219,-1.0,67.8138,12.6688,1.85169,66.5942,12.8034,2.35117,0.145134,-1,45.3886
147115,183819578,28.2528,-9.22261,-14.6566,22.3237,17.3169,1.07181,-2.13244,1.0,7.06827,4.08848,2.15015,-5.34991,4.6194,-0.988897,0.484156,1,27.8693
147115,235458841,91.736,-5.20423,-18.6934,-89.6603,19.4043,-2.23519,-1.84232,-1.0,14.5631,2.97494,-1.72349,-14.1514,3.43813,-2.12248,-0.525086,1,10.0402
147115,213513953,3.15865,-2.82225,0.639628,1.26602,2.89383,0.424616,2.91872,1.0,89.239,12.2941,15.6406,-86.9933,19.8941,-2.18138,0.904629,1,28.8687
147115,288257641,12.8319,3.44674,1.24265,12.2977,3.6639,1.92552,0.346025,-1.0,95.6161,-11.2213,18.1654,-93.2016,21.3518,-2.17965,2.12415,1,69.126
147115,295373633,7.83303,2.94908,-0.29515,7.25066,2.96381,1.62714,-0.09975,1.0,13.223,0.925375,1.9818,13.0409,2.18721,2.48557,1.13395,1,3.70868
147115,484121260,19.2202,-16.9456,8.02067,4.23473,18.7479,0.224,2.69952,-1.0,62.0777,20.8673,-7.01098,58.0435,22.0136,1.69684,-0.32413,1,52.0997
147115,12711501,11.544,2.93553,-0.12129,11.1638,2.93803,2.04497,-0.0412946,1.0,3.57089,-2.03124,-1.28418,-2.64124,2.40314,-0.949728,-2.57782,-1,12.3706
147115,21944922,6.13471,-5.76917,0.325692,2.06038,5.77836,0.349415,3.0852,1.0,78.7935,17.3108,4.17835,-76.7548,17.8079,-2.16731,0.236842,1,38.4715
147115,461592441,60.8963,8.26318,-8.23156,-59.7689,11.6636,-2.33655,-0.783481,1.0,14.0277,-3.01171,3.09999,-13.3453,4.32207,-1.84582,2.34175,-1,14.6292
147115,490083197,70.6329,-8.10884,-10.122,-69.432,12.9695,-2.3795,-2.24621,-1.0,,24.3963,-0.789991,-131.861,24.4091,-2.3884,-0.0323703,-1,31.825
147115,255474187,30.3304,17.5581,10.1506,-22.5525,20.2811,-0.958391,0.524172,-1.0,2.60874,2.16537,0.666073,-1.29346,2.2655,-0.543747,0.298417,1,3.21639
147115,568414602,103.303,14.7857,9.31161,101.815,17.4735,2.4629,0.562023,-1.0,11.959,-3.41689,-1.36718,11.3786,3.68026,1.84708,-2.76098,1,16.7417
147115,410770833,6.92388,3.96086,-5.05662,2.58501,6.42323,0.392307,-0.906321,-1.0,18.2906,-3.66385,-3.30781,17.6119,4.93614,1.98422,-2.40722,1,12.5619
147115,301208453,31.3321,-10.0058,16.6877,24.5581,19.4576,1.05515,2.11092,,28.2924,-0.560243,-5.41032,-27.7646,5.43925,-2.33273,-1.67398,-1,57.4976
147115,398028021,56.812,-11.2883,45.9109,-31.5019,47.2783,-0.624846,1.81189,1.0,57.9715,16.5928,-35.9684,-42.3279,39.6111,-0.929049,-1.13857,-1,87.1632
147115,386420652,20.4434,-4.91989,2.6583,19.6637,5.59213,1.97019,2.64621,1.0,59.4521,9.78289,-11.577,57.4875,15.1569,2.0432,-0.869196,1,18.1048
147115,169029096,14.9462,5.15668,-3.77215,13.5118,6.38909,1.49384,-0.63156,-1.0,74.0326,15.9882,1.41556,72.2717,16.0507,2.20993,0.0883077,-1,10.2839
147115,69516725,40.6987,-8.28197,8.35236,-38.9619,11.7623,-1.91287,2.35196,1.0,90.4826,-16.8969,14.3545,-87.7242,22.1711,-2.08415,2.43737,-1,3.09373
147115,618907378,9.63243,1.14917,2.56155,9.2142,2.80751,1.90403,1.14909,-1.0,92.2941,-9.58523,-22.0607,89.1047,24.0531,2.02043,-1.98068,-1,16.4628
147115,267355087,35.9545,4.25124,10.0336,-34.2634,10.8971,-1.86311,1.17003,1.0,13.0071,-0.0437672,3.27347,12.5884,3.27376,2.05648,1.58417,1,41.6252
147115,216713857,109.236,-12.3147,19.3654,106.798,22.9493,2.24215,2.1372,1.0,11.2801,-1.67721,2.7162,10.819,3.1923,1.9348,2.12397,1,2.64363
147115,303971421,26.9838,-5.05438,-5.32981,-25.9649,7.34532,-1.97526,-2.32968,-1.0,84.6417,8.95207,14.23,-82.9554,16.8117,-2.29949,1.00926,1,22.4109
147115,550669509,9.46964,4.58255,1.50049,8.15003,4.82195,1.29584,0.316434,1.0,78.1017,15.4513,5.873,76.3325,16.5298,2.2346,0.363233,1,8.70236
